排名,电影名,年份,上映时间,类型,时长,评分,语言,导演,作者,主演,slogan,简介,url
34,搏击俱乐部,1999,1999-10-15,剧情、惊悚,2h 19m,8.4,,大卫·芬奇,恰克·帕拉尼克、吉姆·乌尔斯,爱德华·诺顿、布拉德·皮特、海伦娜·伯翰·卡特、密特·劳弗、杰瑞德·莱托、扎克·格雷尼尔、霍特·麦克卡兰尼、伊恩·贝利、里士满·阿奎特,搏击俱乐部的第一条规则是你不要谈论搏击俱乐部,杰克( 爱德华·诺顿 Edward Norton 饰)是一个充满中年危机意识的人，他非常憎恨自己的生活及一切，再加上他患有严重的失眠症，所以他常常参加各种团体咨询会，只为了能接触人群。在某一个团体咨询会上，杰克遇上了一个跟他同样理由来参加的女烟枪，玛拉(海伦娜·邦汉·卡特 Helena Bonham Carter  饰)，在莫名激素的影响下，杰克和玛拉一起逃离了咨询会，两人的情愫因而滋生…  一个偶然的机会，杰克遇到了卖肥皂的商人泰勒(布拉德·皮特 Brad Pitt 饰)，一个浑身充满叛逆、残酷和暴烈的痞子英雄，并因为自己公寓失火而住进了泰勒破旧不堪的家中。两人因缘际会地成为了好朋友，并创立了“搏击俱乐部”：一个让人们不戴护具而徒手搏击，宗旨在于发泄情绪的地下组织。,https://www.themoviedb.org/movie/550-fight-club
35,天堂电影院,1988,1988-11-17,剧情、爱情,2h 4m,8.4,,朱塞佩·托纳多雷,朱塞佩·托纳多雷,菲利浦·诺瓦雷、雅克·贝汉、马可·莱昂纳迪、萨瓦特利·卡西欧、阿格妮丝·那诺、安东内拉·阿蒂利、普佩拉·玛奇奥、布丽吉特·佛西、恩佐·卡拉瓦勒,青春、友谊与电影永恒魅力的颂扬。,意大利南部的小镇上，男孩多多从小便痴迷电影，总爱跑到“天堂电影院”观看放映，并因此结识了放映师艾佛特。一个古灵精怪，一个嘴硬心软，两人在一卷卷胶片和无数银幕故事中逐渐成为忘年之交，电影院也成了多多童年最重要的地方。一次意外改变了两人的生活，多多开始更加深入地走进电影的世界。随着年岁增长，他经历了青春、初恋与离别，也逐渐发现小镇之外还有更广阔的人生。在艾佛特的陪伴与指引下，多多不得不面对一个重要的选择：是留在熟悉的故乡，还是离开这里，去寻找真正属于自己的未来……,https://www.themoviedb.org/movie/11216-nuovo-cinema-paradiso
36,人类,2015,2015-09-12,纪录,3h 11m,8.432,,亚恩·阿蒂斯－贝特朗,,,,"每个人背后都有一个足以撼动心灵的故事。法国知名的摄影师Yann Arthus-Bertrand就用了3年的时间，走访全球60个国家，让2,020位不同肤色、种族、性别的人，在镜头前诉说自己的故事。由乌克兰的自由战士、马里的农民，到美国的死囚，各人的故事集结成一部纪录片《人类》。纪录片中，受访者只站在纯黑色的背景中细诉自己的故事，没有花巧的剪接，甚至不多赘述受访者的身份。每个人自身的经历，足以为观众带来震撼。",https://www.themoviedb.org/movie/359364-human
37,大卫·爱登堡：地球上的一段生命旅程,2020,2020-09-28,纪录、剧情,1h 23m,8.431,,Jonathan Hughes、艾雷斯泰·法瑟吉尔、Keith Scholey,,大卫·爱登堡、Max Hughes,,大卫·爱登堡讲述了他的一生以及地球上生命的进化史，以此来哀悼自然栖息地的消失，并表达了对未来的愿景。,https://www.themoviedb.org/movie/664280-david-attenborough-a-life-on-our-planet
38,指环王2：双塔奇兵,2002,2002-12-18,冒险、奇幻、动作,3h 55m,8.428,,彼得·杰克逊,彼得·杰克逊、J.R.R.托尔金、菲利帕·博因斯、弗兰·威尔士、斯蒂芬·辛克莱,伊利亚·伍德、伊恩·麦克莱恩、维果·莫特森、西恩·奥斯汀、安迪·瑟金斯、约翰·里斯-戴维斯、奥兰多·布鲁姆、伯纳德·希尔、米兰达·奥托,一股新力量正在崛起！,在J.R.R.托尔金史诗三部曲的第二篇章中，护戒同盟队面对难以想象的敌军与诡谲阴谋，同时见证了远古奇迹与同胞未觉醒的力量。,https://www.themoviedb.org/movie/121-the-lord-of-the-rings-the-two-towers
39,每个人的每件事,2019,2019-11-12,纪录,1h 56m,8.427,,Sebastian Jones、Ramez Silyan,,Lil Peep、Lil Tracy、GHOSTEMANE、Killstation、Bexey、Juicy J、波兹·马龙、Liza Womack、John Womack Jr.,,从 Lil Peep卧室录制歌曲到全球巡回演出，以及他留下的巨大影响。,https://www.themoviedb.org/movie/576712-everybody-s-everything
40,上帝之城,2002,2002-08-30,剧情、犯罪,2h 9m,8.427,,费尔南多·梅里尔斯,保罗·林斯、布劳利奥·曼托瓦尼,亚历桑德雷·罗德里格斯、莱安德鲁·菲尔米诺、菲利佩·哈根森、道格拉斯·席尔瓦、乔纳森·哈根森、马修斯·纳克加勒、塞乌·乔奇、Jefechander Suplino、艾莉丝·布拉加,你若逃跑，野兽会抓住你；你若停留，野兽会吞噬你。,巴西里约热内卢的贫民窟，这里是“上帝之城”，更是魔鬼也会叹息着转身的地方。阿炮带着我们到了这里，他见证了这里二十多年来被残暴、贪婪、复仇、野心、背叛、掠夺所裹挟的混乱生活以及最终导致的一场灾难性的黑帮争斗。虽然从小就要 辗转于匪徒间求生存，但胆小怕事的性格与自我保护的本能却使他一直能平安度日。60年代初，阿毛、阿夹和阿呆是这里的“少年三侠”，在抢劫完旅馆之后，他们三人分道扬镳，阿夹重回上帝的怀抱，而阿呆和阿毛纷纷付出了生命的代价。70年，当年“少年三侠”手下的小弟小豆子靠着自己的心狠手辣，不停地吞并别人的地盘，成为了贫民区的“小霸王”，生意也从抢劫升级到了更为暴利的毒品买卖，和他一起飞黄腾达的还有班尼。班尼认识了美丽的安迪丽卡，准备归隐，在送别的晚会上，他意外被对头杀害，悲痛之下，“小霸王”集合人手给班尼报仇，帮派之间的厮杀就此开始。此时的阿炮，机缘巧合下成为了杂志社的见习摄影师，他的相机，照下的却是孩子们持枪荷弹的狰狞，和帮派间无休无止的仇杀。,https://www.themoviedb.org/movie/598-cidade-de-deus
41,幸运有八只触手,2026,2026-05-07,剧情、悬疑,1h 51m,8.422,,奥利维亚·纽曼,奥利维亚·纽曼、约翰·惠廷顿,莎莉·菲尔德、刘易斯·普尔曼、科尔姆·米尼科曼、阿尔弗雷德·莫里纳、陈冲、凯西·贝克、贝丝·格兰特、索菲亚·布莱克·德埃利亚、Brandon McEwan,Brighter together.,一名寡妇在小镇水族馆值夜班，与一只聪明的章鱼及一个迷茫的年轻人培养出独特情谊。,https://www.themoviedb.org/movie/1330021-remarkably-bright-creatures
42,妙不可言,2021,2021-06-17,家庭、剧情,1h 28m,8.421,,Ernesto Contreras,Estéfani Enríquez Soto,Nora Velázquez、Benny Emmanuel、Luisa Huertas、Salvador Garcini、Andrés Delgado、Gabriela Cartol、Juan Carlos Medellin、Ari Gallegos、Pablo Marín,There are encounters that change your life,生活是如此奇妙且难以预测，有时会在最不经意的地方发现幸福：一位七旬老妪和她的少年邻居之间产生了深厚的友谊。,https://www.themoviedb.org/movie/667257-cosas-imposibles
43,蛊惑兄弟,2000,2000-09-15,喜剧、剧情、奇幻、爱情,1h 44m,8.414,,Guel Arraes,Guel Arraes、Ariano Suassuna、João Falcão、Adriana Falcão,马修斯·纳克加勒、赛尔顿·梅罗、费尔兰德·蒙特纳哥、罗杰里奥·卡尔多索、Denise Fraga、Diogo Vilela、Luís Melo、Virginia Cavendish、Bruno Garcia,Lying with faith is not always a sin.,智高和杰克，一对患难穷兄弟，四出寻找工作，最终在面包店找到差事。但店主极为刻薄，兄弟俩的食物比狗还要差。阴差阳错，他们弄死了店主的狗，更要哄骗神父替小狗祈福，闹出笑话连篇。及后智高暗恋大财主之女路仙霞。但智高过于害羞，久久未能成事；杰克唯有替智高制造机会。一日，镇里来了一班悍匪，洗劫村民之余，更进行杀戮游戏……,https://www.themoviedb.org/movie/40096-o-auto-da-compadecida
44,惊魂记,1960,1960-06-22,恐怖、惊悚、悬疑,1h 49m,8.407,,阿尔弗雷德·希区柯克,罗伯特·布洛克、约瑟夫·斯蒂凡诺,安东尼·帕金斯、珍妮特·利、薇拉·迈尔斯、约翰·加文、马丁·巴尔萨姆、约翰·麦金太尔、西蒙·奥克兰、弗兰克·艾伯森、帕特里夏·希区柯克,一种全新的、截然不同的银幕刺激！,凤凰城一女秘书卷走客户四万美元公款，仓皇出逃途中入住一家偏僻汽车旅馆。旅馆经营者诺曼·贝茨是位受其母亲支配的年轻人。,https://www.themoviedb.org/movie/539-psycho
45,飞越疯人院,1975,1975-11-19,剧情,2h 15m,8.4,,米洛斯·福尔曼,肯·克西、博·戈德曼、劳伦斯·豪本,杰克·尼科尔森、布拉德·道里夫、路易丝·弗莱彻、丹尼·德维托、威廉·雷德菲尔德、斯加特曼·克罗索斯、克里斯托弗·劳埃德、威尔·桑普森、迪恩·R·布鲁克斯,如果他疯了，那你怎么了？,在州立精神病院里休养总比蹲监狱强，对吧？兰德尔·P·麦克墨菲（杰克·尼科尔森 饰），一个血管里流淌着闪电、舌绽莲花的自由派骗子，装疯混进了他所谓的“疯子们”中间。很快，他那极具感染力的无序感便与麻木的例行程序发生冲撞。当世界大赛正酣时，这群被镇静剂泡透的家伙怎能披着浴袍拖沓度日？这意味着战争！一方是麦克墨菲，另一方则是轻声细语的拉契特护士（路易丝·弗莱彻 饰）——这位影史上最冷酷可怕的恶魔之一。而赌注，是整个病房每位患者的命运。,https://www.themoviedb.org/movie/510-one-flew-over-the-cuckoo-s-nest
46,罗小黑战记,2019,2019-08-27,动画、奇幻、动作,1h 42m,8.402,,MTJJ,MTJJ、彭可欣、风息,山新、刘明月、郝祥海、叮当、曹云图、冯盛、陈思宇,有你的地方 就是家,在熙攘的人类世界里，许多妖精隐匿其中，与人类相安无事地生活着。猫妖罗小黑因为家园遭到破坏，被迫开始流浪。在旅途中，他先后遇到妖精同类与人类伙伴，并逐渐卷入人类与妖精之间的纷争。面对截然不同的立场与选择，小黑也开始寻找真正属于自己的归宿……,https://www.themoviedb.org/movie/620249
47,蜘蛛侠：平行宇宙,2018,2018-12-06,动画、动作、冒险、科幻,1h 56m,8.399,,罗德尼·罗斯曼、彼得·拉姆齐、鲍勃·佩尔西凯蒂,罗德尼·罗斯曼、菲尔·洛德,沙梅克·摩尔、杰克·约翰逊、海莉·斯坦菲尔德、马赫沙拉·阿里、布莱恩·泰里·亨利、莉莉·汤姆林、劳伦·贝莱斯、佐伊·克拉维茨、约翰·穆拉尼,任何人都可以成为英雄。,布鲁克林少年迈尔斯·莫拉莱斯一直在努力适应新的学校和家庭期待，一次意外却让他被一只神秘蜘蛛咬伤，并逐渐获得了与蜘蛛侠相似的能力。与此同时，犯罪头目金并秘密启动了一台能够打开平行宇宙的时空对撞机，导致不同世界之间的界限开始崩塌。来自另一个宇宙的彼得·帕克因此出现在迈尔斯面前，随后更多拥有不同身份与能力的蜘蛛侠也接连来到这个世界。面对越来越失控的危机，尚未真正掌握力量的迈尔斯不得不和这些陌生的蜘蛛侠并肩行动，并寻找属于自己的英雄之路……,https://www.themoviedb.org/movie/324857-spider-man-into-the-spider-verse
48,声之形,2016,2016-09-17,动画、剧情、爱情,2h 10m,8.396,,山田尚子,吉田玲子,入野自由、早见沙织、悠木碧、小野贤章、金子有希、石川由依、潘惠美、丰永利行、松冈茉优,有时答案就是学会倾听，如此简单。,西宫硝子（早见沙织 配音）生来患有听觉障碍，要依靠助听器和外界交流，口语发音也因此格外的古怪。小学时，硝子转入了一所新的学校，特殊的生理缺陷让她成为了班上引人注目的独特存在，她因此收获了坚实的友情，却也遭到了以男生石田将也（入野自由 配音）为首的小团体的孤立和排挤。随着时 间的推移，无心或有意的恶作剧渐渐升级，最终演变成为了无法挽回的伤害，硝子永远的消失在了众人的眼前。排挤硝子的事情曝光后，将也成为了下一个被欺负的对象，孤独痛苦的他终于理解了硝子的隐忍和温柔，只是他再也没有机会跟硝子道歉了。一次偶然中，将也同硝子重逢了，命运的齿轮重新开始了转动。,https://www.themoviedb.org/movie/378064
49,素媛,2013,2013-10-02,剧情,2h 2m,8.393,,李濬益,曹重勋、金智慧,薛景求、严志媛、李蕊、金相浩、金海淑、罗美兰、权泰元、姜信哲、徐现宇,在最痛的地方，开出最美的花,素媛是一个生活在普通家庭里的小女孩，每天在父母的疼爱中平静成长。一个下着雨的早晨，她独自上学途中遭到陌生男子性侵，原本无忧无虑的生活从此被彻底改变。严重的身体伤害和心理创伤让素媛变得恐惧而敏感，甚至一度无法接受父亲的靠近，而突如其来的打击也让整个家庭陷入痛苦。面对女儿难以言说的伤痕，父母和身边的人小心翼翼地陪伴着她，用各自的方式重新给予她安全与温暖。在漫长的伤痛之后，这个家庭也开始努力寻找重新生活下去的希望……,https://www.themoviedb.org/movie/255709
50,星球大战5：帝国反击战,1980,1980-05-20,冒险、动作、科幻,2h 4m,8.393,,厄文·克什纳,劳伦斯·卡斯丹、利·布拉克特、乔治·卢卡斯,马克·哈米尔、哈里森·福特、凯丽·费雪、比利·迪·威廉姆斯、安东尼·丹尼尔斯、大卫·鲍罗斯、彼得·梅休、肯尼·贝克、弗兰克·奥兹,冒险在继续……,星球大战事件三年后，帝国军队继续追捕义军。义军在霍斯冰原星球战败后，卢克前往达戈巴星球，跟随自共和国覆灭后隐居的绝地大师尤达进行训练。为诱使卢克堕入黑暗面，达斯·维达将年轻的天行者引入贝斯平云城的陷阱。在与西斯尊主的激烈光剑对决中，卢克面对一个惊人的真相。[20世纪福克斯],https://www.themoviedb.org/movie/1891-the-empire-strikes-back
51,保护者,2026,2026-02-20,动作、惊悚,1h 32m,8.386,,阿德里安·格鲁伯格,Mun-Bong Seub,米拉·乔沃维奇、马修·莫迪恩、伊莎贝尔·迈尔斯、D·B·斯威尼、唐·哈维、迈克尔·斯塔尔-大卫、莉迪亚·赫尔、Chase Kim、布鲁克林·苏丹诺,Never get between a mother and her child.,退役军人尼基与女儿克洛伊平静生活，却在废弃工厂醒来后发现女儿遭绑架，她必须重返黑暗世界，对抗人贩子、警察与军方，在72小时黄金救援期内救回女儿。,https://www.themoviedb.org/movie/1383731-protector
52,露西·希姆斯和和平王子,2020,2020-10-19,剧情、家庭,1h 27m,8.388,,Rob Diamond,Rob Diamond,Scarlett Diamond、Vincent Vargas、Adam Hightower、Shawn Stevens、Florencia Contreras Stevens、Tara Barrett、Aaron J. Owen、April Dean West、Rachel Olvera,,假日季节，一位天使帮助一个冷酷的罪犯和一个早熟的小女孩相遇，并改变了他们的内心，从而给予他们第二次机会。,https://www.themoviedb.org/movie/770156-lucy-shimmers-and-the-prince-of-peace
53,哈尔的移动城堡,2004,2004-09-09,奇幻、动画、冒险,1h 59m,8.387,,宫崎骏,宫崎骏、戴安娜·温尼·琼斯,倍赏千惠子、木村拓哉、美轮明宏、我修院达也、神木隆之介、伊崎充则、大泉洋、大冢明夫、原田大二郎,带着心爱的人在天空飞翔。,18岁少女苏菲在街上遇到神秘青年霍尔，霍尔忽然抱起苏菲一同飞上天空，苏菲的心从此深深地被霍尔吸引。然而那天晚上，苏菲被名叫荒地魔女的女巫施了魔法，外表变成了90岁的老婆婆。心灰意冷的苏菲只好整理行李，远离人群，前往霍尔在荒郊野外的城堡……,https://www.themoviedb.org/movie/4935
54,天国与地狱,1963,1963-03-01,剧情、犯罪、惊悚、悬疑,2h 22m,8.4,,黑泽明,黑泽明、埃文·亨特、永井英次郎、菊岛隆三、小国英雄,三船敏郎、仲代达矢、香川京子、三桥达也、木村功、石山健二郎、加藤武、志村乔、田崎润,剧情紧张激烈，几乎令人难以置信！,在黑泽明这部极具影响力的家庭伦理剧与刑侦叙事杰作中，三船敏郎饰演的富商权藤金吾令人过目难忘——其家人沦为冷血绑匪的勒索目标。改编自艾德·麦可班恩侦探小说《国王的赎金》的本片，游刃有余地从分秒必争的惊悚剧过渡为精准的社会剖析，铸就了一部关于阶级矛盾与当代日本社会的犀利影像论著。[标准收藏公司],https://www.themoviedb.org/movie/12493
55,七宗罪,1995,1995-09-22,犯罪、悬疑、惊悚,2h 7m,8.4,,大卫·芬奇,安德鲁·凯文·沃克,摩根·弗里曼、布拉德·皮特、格温妮斯·帕特洛、约翰·卡西尼、彼得·克朗比、雷格·E·凯蒂、罗纳德·李·埃尔梅、丹尼尔·萨卡帕、安德鲁·凯文·沃克,每一桩命案，都对应一种原罪。,“暴食”、“贪婪”、“懒惰”、“嫉妒”、“骄傲”、“淫欲”、“愤怒”，这是天主教教义所指的人性七宗罪。城市中发生的连坏杀人案，死者恰好都是犯有这些教义的人。凶手故弄玄虚的作案手法，令资深冷静的警员沙摩塞（摩根•弗里曼 Morgan Freeman 饰）和血气方刚的新扎警员米尔斯（布拉德•皮特 Brad Pitt 饰）都陷入了破案的谜团中。他们去图书馆研读但丁的《神曲》，企图从人间地狱的描绘中找到线索，最后从宗教文学哲学的世界中找到了凶手作案计划和手段的蛛丝马迹。凶手前来投案自首，这令众人都松了一口气，以为案件就此结束，怎料还是逃不出七宗罪的杀人逻辑，这次凶手瞄准的目标，是那个犯了“愤怒”罪的人……,https://www.themoviedb.org/movie/807-se7en
56,加百列的地狱,2020,2020-05-29,爱情、剧情,2h 2m,8.379,,托斯卡·马斯克,Sylvain Reynard、Mary Pocrnic,Melanie Zanetti、吉欧里奥·贝鲁蒂、库尔特·麦金尼、Agnes Albright、Margaux Brooke、Ned Van Zandt、Vanessa Kai、Zach Holden,,一个迷人的探索诱惑，禁止的爱，和救赎，一个迷人和激情的故事，一个人从他自己的地狱，因为他试图赢得不可能的宽恕和爱。,https://www.themoviedb.org/movie/696374-gabriel-s-inferno
57,爆裂鼓手,2014,2014-10-10,剧情、音乐、惊悚,1h 47m,8.375,,达米恩·查泽雷,达米恩·查泽雷,迈尔斯·特勒、J·K·西蒙斯、保罗·雷瑟、梅莉莎·班诺伊、奥斯汀·斯托维尔、内特·朗、克里斯·穆基、达蒙·古普顿、苏安妮·斯波克,通往伟大的道路可能会将你带到边缘。,年轻的爵士鼓手安德鲁·奈曼就读于全国顶尖的音乐学院，师从令人畏惧的爵士乐导师特伦斯·弗莱彻，在成为顶尖爵士鼓手的道路上奋力挣扎。,https://www.themoviedb.org/movie/244786-whiplash
58,盗梦空间,2010,2010-07-15,动作、科幻、冒险,2h 28m,8.373,,克里斯托弗·诺兰,克里斯托弗·诺兰,莱昂纳多·迪卡普里奥、约瑟夫·高登-莱维特、渡边谦、汤姆·哈迪、艾利奥特·佩吉、迪利普·劳、基利安·墨菲、汤姆·贝伦杰、玛丽昂·歌迪亚,你的梦境 就是 犯罪现场,道姆·柯布与同事阿瑟和纳什在一次针对日本能源大亨齐藤（渡边谦 饰）的盗梦行动中失败，反被齐藤利用。齐藤威逼利诱因遭通缉而流亡海外的柯布帮他拆分他竞争对手的公司，采取极端措施在其唯一继承人罗伯特·费希尔的深层潜意识中种下放弃家族公司、自立门户的想法。为了重返美国，柯布偷偷求助于岳父迈尔斯，吸收了年轻的梦境设计师艾里阿德妮、梦境演员艾姆斯和药剂师约瑟夫加入行动。在一层层递进的梦境中，柯布不仅要对付费希尔潜意识的本能反抗，还必须直面已逝妻子梅尔的处处破坏，实际情况远比预想危险得多……,https://www.themoviedb.org/movie/27205-inception
59,美国往事,1984,1984-05-23,剧情、犯罪,2h 19m,8.373,,赛尔乔·莱昂内,赛尔乔·莱昂内、哈里·格雷、佛朗哥·费里尼、恩里科·梅迪奥利、弗朗哥·阿尔卡利、莱昂纳多·本韦努蒂、皮耶罗·德·贝尔纳迪,罗伯特·德尼罗、詹姆斯·伍兹、伊丽莎白·麦戈文、乔·佩西、波特·杨、塔斯黛·韦尔德、特里特·威廉斯、丹尼尔·艾洛、理查德·布莱特,犯罪、激情与权力欲望。,二十年代的美国，纽约少年“面条”和几个同龄朋友一起认识了聪明狡黠的“麦克斯”，他们开始从事走私活动。不久，面条在一场械斗中杀伤人命，被关进监牢。若干年后，“面条”出狱，当时的小伙伴们已经变成了健壮的青年人，在“麦克斯”的带领下，他们开始了一系列抢劫、盗窃、敲诈活动。随着犯罪活动的不断深入， “麦克斯”似乎被胜利冲昏了头脑，竟然把美国联邦储备银行也列入了行动目标。“面条”不忍眼看好友走向毁灭，偷偷打电话报警，想逼迫“麦克斯”收手。警察与 “面条”的朋友展开激烈枪战，“麦克斯”等人全部被杀。“面条”带着深深的悔恨和痛苦，离开纽约，回到年少时生长的地方。三十五年过去了，几近垂暮的“面条”重新回到纽约的伤心地，他遇见了少时的朋友和旧情人，而当年“麦克斯”他们的死，背后竟然包含着出乎意料的阴谋。,https://www.themoviedb.org/movie/311-once-upon-a-time-in-america
60,钢琴家,2002,2002-09-17,剧情、战争,2h 30m,8.4,,罗曼·波兰斯基,罗纳德·哈伍德,阿德里安·布罗迪、托马斯·克莱舒曼、弗兰克·芬莱、穆琳·利普曼、艾米莉娅·福克斯、埃德·斯托帕德、朱莉娅·雷纳、杰西卡·凯特·迈耶、米哈乌·热布罗夫斯基,音乐是他的激情所在。生存则是他的杰作。,第二次世界大战爆发前夕，波兰犹太裔钢琴家瓦迪斯瓦夫·什皮尔曼仍在华沙电台演奏钢琴。随着德军占领波兰，针对犹太人的迫害不断升级，他和家人被迫迁入华沙犹太区，原本平静的生活也彻底崩塌。在饥饿、暴力与死亡的阴影下，什皮尔曼与家人艰难求生，却又在战争中被迫分离。侥幸逃过驱逐后，他只能依靠朋友的帮助辗转藏身，并在逐渐沦为废墟的华沙中独自躲避搜捕。曾经陪伴他的音乐几乎从生活中消失，而活下去成为他唯一能够坚持的事情……,https://www.themoviedb.org/movie/423-the-pianist
61,蜘蛛侠：纵横宇宙,2023,2023-05-31,动画、动作、冒险、科幻,2h 20m,8.347,,乔伊姆·多斯·桑托斯、贾斯汀·K·汤普森、肯普·鲍尔斯,菲尔·洛德、戴夫·卡拉汉姆、克里斯托弗·米勒,沙梅克·摩尔、海莉·斯坦菲尔德、布莱恩·泰里·亨利、劳伦·贝莱斯、杰克·约翰逊、奥斯卡·伊萨克、杰森·薛兹曼、伊萨·雷、丹尼尔·卡卢亚,每个人都说这是蜘蛛侠注定的命运，但我要找到属于自己的路。,成为蜘蛛侠后的迈尔斯·莫拉莱斯一边守护自己的城市，一边努力在英雄身份与家庭生活之间寻找平衡，却始终怀念曾与自己并肩作战的格温和其他伙伴。一次意外重逢后，迈尔斯跟随蜘蛛格温穿越平行宇宙，第一次来到由来自不同世界的蜘蛛侠组成的“蜘蛛联盟”。然而，随着新的威胁不断穿梭于各个宇宙，迈尔斯也发现蜘蛛联盟对于维持多元宇宙秩序有着一套不容挑战的规则。当他的选择与蜘蛛侠2099米格尔·奥哈拉产生冲突时，迈尔斯不得不在众多蜘蛛侠的阻拦下，坚持自己对于“成为蜘蛛侠”究竟意味着什么的答案……,https://www.themoviedb.org/movie/569094-spider-man-across-the-spider-verse
62,玩具总动员5,2026,2026-06-17,动画、家庭、喜剧、冒险,1h 42m,8.35,,安德鲁·斯坦顿,安德鲁·斯坦顿、Kenna Harris,琼·库萨克、汤姆·汉克斯、蒂姆·艾伦、柯南·奥布莱恩、Scarlett Spears、格蕾塔·李、Shelby Rabara、Mykal-Michelle Harris、克雷格·罗宾逊,大战开启,胡迪、巴斯光年、翠斯等“元老级”玩具将跟随小主人邦妮的成长脚步，共同迎接数字时代下的全新挑战。随着无所不能的科技产品逐渐走进童年世界，一批充满科技感的崭新角色也随之重磅亮相：青蛙造型的智能平板小荷、憨态可掬的导航玩具小不丢、活力十足的抓拍好手小拍侠，以及自带笑点的臭屁小机灵。当身边的同龄朋友们开始沉浸在科技玩具带来的“电子陪伴”中，而玩具伙伴们也迎来了前所未有的生存难题：在屏幕占据注意力的时代，玩具的时代真的结束了吗？在“被取代”危机的当下，这群玩具伙伴还能否携手，帮助邦妮找回属于自己的真实友谊与快乐？,https://www.themoviedb.org/movie/1084244-toy-story-5
63,沉默的羔羊,1991,1991-02-14,犯罪、惊悚、剧情,1h 59m,8.3,,乔纳森·戴米,托马斯·哈里斯、泰德·塔利,朱迪·福斯特、安东尼·霍普金斯、斯科特·格伦、泰德·拉文、安东尼·希尔德、布鲁克·史密斯、黛安·贝克、卡斯·莱蒙斯、弗兰基·费森,要进入杀手的头脑，她必须挑战疯子的头脑。,"在这部改编自托马斯·哈里斯畅销小说的惊世之作中，技艺超凡的导演乔纳森·戴米以令人毛骨悚然的笔触，勾勒出缠绕美国社会的梦魇——连环谋杀。朱迪·福斯特颠覆性地诠释了联邦调查局见习探员克拉丽丝·史达琳的形象，为洞悉另一名连环杀手的心智，她不得不求助于恶名昭彰的""食人魔""汉尼拔·莱克特，此番表演亦成为其演艺生涯中最令人难忘的篇章。与她交锋的安东尼·霍普金斯，则塑造出堪称典范的暗黑英雄形象——优雅博学、机锋凌厉却暗藏杀戮本能，令人战栗地呈现了人性彻底堕落的剖面。这部兼具扣人心弦的刑侦叙事与扭曲心理深度探索的杰作，当年横扫奥斯卡最佳影片、导演、改编剧本、男女主角五项大奖，至今仍是影史文化里程碑。[标准收藏]",https://www.themoviedb.org/movie/274-the-silence-of-the-lambs
64,加百列的地狱：第二部,2020,2020-07-31,爱情、剧情,1h 46m,8.344,,托斯卡·马斯克,Sylvain Reynard、Mary Pocrnic,Melanie Zanetti、吉欧里奥·贝鲁蒂、James Andrew Fraser、Margaux Brooke、Agnes Albright、Purva Bedi、Sahar Bibiyan、Cedric Cannon、Ned Van Zandt,,加布里埃尔·爱默生教授终于发现了朱莉娅·米切尔身份的真相，但他的意识到为时已晚。茱莉亚最终希望这位受人尊敬的但丁专家会记住她，并且不想再与他有任何关系。加布里埃尔能在别人的怀抱中找到爱之前赢回她的心吗？,https://www.themoviedb.org/movie/724089-gabriel-s-inferno-part-ii
65,鱿鱼游戏： 第二季 制作特辑,2025,2025-01-02,纪录,28m,8.34,,,,黄东赫、李政宰、李炳宪、蔡京善、Kim Ji-yong、孔刘、魏嘏隽、任时完、李阵郁,,三年前，鱿鱼游戏由456号选手（李政宰 饰）胜出，他本想远走高飞，却在搭机赴美前临阵反悔，决心展开新计划。成奇勋再度投身这场神秘的生存游戏，又一次赌上性命，与一群新的参赛者一起争夺高达456亿韩元的奖金。,https://www.themoviedb.org/movie/1412113-2
66,别假正经,1984,1984-10-19,纪录、音乐,1h 28m,8.339,,乔纳森·戴米,乔纳森·戴米,大卫·伯恩、Chris Frantz、Jerry Harrison、Tina Weymouth、Ednah Holt、Lynn Mabry、Steven Scales、Alex Weir、Bernie Worrell,Why stop making sense? Why a movie? Why a big suit? Where do the odd movements come from? What will the band do next?,一部关于摇滚乐队传声头的演唱会纪实电影。,https://www.themoviedb.org/movie/24128-stop-making-sense
67,防弹少年团：燃烧舞台电影版,2018,2018-11-15,音乐、纪录,1h 25m,8.338,,Park Jun-soo,,RM、Jin、SUGA、j-hope、Jimin、金泰亨、田柾国,"From the deserts to the seas, we were always together.","防弹少年团的故事将被拍成电影,11月CGV上映!据体育东亚独家报道,讲述防弹少年团成长故事的纪录片形式电影",https://www.themoviedb.org/movie/553512
68,后窗,1954,1954-08-01,惊悚、悬疑、剧情,1h 53m,8.336,,阿尔弗雷德·希区柯克,约翰·迈克尔·海耶斯,詹姆斯·斯图尔特、格蕾丝·凯利、温德尔·科里、塞尔玛·里特、雷蒙德·伯尔、朱迪思·伊芙琳、罗斯·巴格达萨里安、乔治娜·达西、萨拉·伯纳,只需一个目击者，就能破坏这桩完美的犯罪。,一位足不出户的摄影师透过公寓窗户窥见邻居们的隐秘生活，当他断定其中一人犯下谋杀罪行时，一场扣人心弦的观察与博弈就此展开。詹姆斯·斯图尔特与格蕾丝·凯利联袂出演这场由阿尔弗雷德·希区柯克执导的、在有限空间内层层铺陈悬念的影史经典。,https://www.themoviedb.org/movie/567-rear-window
